id,section,section_title,source_line,problem,status,disposition,evidence
Y7,Y,COMPUTATIONAL PROBLEMS,1380,Large waveform memory requirements.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y8,Y,COMPUTATIONAL PROBLEMS,1382,Real-time spectrogram generation cost.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y9,Y,COMPUTATIONAL PROBLEMS,1384,Edge-device resource constraints.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y10,Y,COMPUTATIONAL PROBLEMS,1386,GPU dependency.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y11,Y,COMPUTATIONAL PROBLEMS,1388,CPU fallback.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y12,Y,COMPUTATIONAL PROBLEMS,1390,Cold-start latency.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y13,Y,COMPUTATIONAL PROBLEMS,1392,Communication latency.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y14,Y,COMPUTATIONAL PROBLEMS,1394,Hardware acquisition latency.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y15,Y,COMPUTATIONAL PROBLEMS,1396,End-to-end latency should be measured.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y16,Y,COMPUTATIONAL PROBLEMS,1398,Throughput should be measured.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y17,Y,COMPUTATIONAL PROBLEMS,1400,Memory use should be measured.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y18,Y,COMPUTATIONAL PROBLEMS,1402,Power use should be measured.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y19,Y,COMPUTATIONAL PROBLEMS,1404,Candidate pruning strategy may be required.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y20,Y,COMPUTATIONAL PROBLEMS,1406,Surrogate model may be required.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y21,Y,COMPUTATIONAL PROBLEMS,1408,Reduced-order physics may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y22,Y,COMPUTATIONAL PROBLEMS,1410,Approximate inference may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y23,Y,COMPUTATIONAL PROBLEMS,1412,Quantization may be required for edge deployment.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Y24,Y,COMPUTATIONAL PROBLEMS,1414,Model compression may be required.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin/multifidelity.py; backend/app/evaluation/neo_benchmark.py
Z1,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1420,Simulator may not match real physics.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z2,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1422,Simulator parameters may be inaccurate.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z3,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1424,Simulator parameters may be fixed rather than learned.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z4,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1426,Simulator may not update from measured data.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z5,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1428,Simulator may not represent structural aging.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z6,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1430,Simulator may not represent environmental state.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z7,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1432,Simulator may not represent sensor state.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z8,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1434,Simulator may not represent manufacturing variability.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z9,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1436,Simulator may not represent defect diversity.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z10,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1438,Simulator may be too slow.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z11,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1440,Neural surrogate may introduce surrogate error.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z12,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1442,Surrogate uncertainty may be ignored.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z13,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1444,Surrogate extrapolation may fail.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z14,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1446,Active planner may exploit surrogate artifacts.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z15,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1448,Physics/surrogate disagreement should be monitored.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z16,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1450,Need simulator validation against measured waveforms.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z17,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1452,Need parameter-identification stage.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z18,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1454,Need uncertainty bounds for simulator parameters.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z19,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1456,Need model discrepancy term.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z20,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1458,Need calibration against real measurements.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z21,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1460,Need digital twin updating.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z22,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1462,Need versioned digital twin parameters.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
Z23,Z,SIMULATOR / DIGITAL-TWIN PROBLEMS,1464,"Need twin health monitoring. Current literature is already moving toward digital twins that update for temperature, noise and changing transducer behavior, so your digital twin should be more than a fixed simulator.",partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/digital_twin; backend/app/inference/nuisance_posterior.py
AA1,AA,TRAINING PROTOCOL PROBLEMS,1473,Random splits can leak structure-specific information.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA2,AA,TRAINING PROTOCOL PROBLEMS,1475,Hyperparameters can leak validation information.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA3,AA,TRAINING PROTOCOL PROBLEMS,1477,Synthetic data augmentation may be unrealistic.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA4,AA,TRAINING PROTOCOL PROBLEMS,1479,Noise augmentation may be simplistic.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA5,AA,TRAINING PROTOCOL PROBLEMS,1481,Frequency augmentation may be unrealistic.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA6,AA,TRAINING PROTOCOL PROBLEMS,1483,Sensor dropout augmentation may be unrealistic.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA7,AA,TRAINING PROTOCOL PROBLEMS,1485,Domain-adaptation training can be unstable.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA8,AA,TRAINING PROTOCOL PROBLEMS,1487,Physics-loss training can be unstable.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA9,AA,TRAINING PROTOCOL PROBLEMS,1489,Multi-task training may create competing gradients.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA10,AA,TRAINING PROTOCOL PROBLEMS,1491,Model selection may be biased toward one benchmark.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA11,AA,TRAINING PROTOCOL PROBLEMS,1493,Need repeated runs with multiple random seeds.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA12,AA,TRAINING PROTOCOL PROBLEMS,1495,Need confidence intervals.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA13,AA,TRAINING PROTOCOL PROBLEMS,1497,Need ablation studies.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA14,AA,TRAINING PROTOCOL PROBLEMS,1499,Need statistical tests.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA15,AA,TRAINING PROTOCOL PROBLEMS,1501,Need reproducible training configurations.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA16,AA,TRAINING PROTOCOL PROBLEMS,1503,Need fixed benchmark protocol.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA17,AA,TRAINING PROTOCOL PROBLEMS,1505,Need checkpoint/version tracking.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA18,AA,TRAINING PROTOCOL PROBLEMS,1507,Need experiment tracking.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA19,AA,TRAINING PROTOCOL PROBLEMS,1509,Need data versioning.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AA20,AA,TRAINING PROTOCOL PROBLEMS,1511,Need leakage testing.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; backend/app/evaluation; research_results
AB1,AB,SELF-SUPERVISED LEARNING PROBLEMS,1517,Need large unlabeled signal corpus.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB2,AB,SELF-SUPERVISED LEARNING PROBLEMS,1519,Pretext task must preserve damage-relevant information.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB3,AB,SELF-SUPERVISED LEARNING PROBLEMS,1521,Reconstruction may learn irrelevant signal details.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB4,AB,SELF-SUPERVISED LEARNING PROBLEMS,1523,Contrastive learning augmentations may remove damage information.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB5,AB,SELF-SUPERVISED LEARNING PROBLEMS,1525,Representation may be insensitive to subtle defects.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB6,AB,SELF-SUPERVISED LEARNING PROBLEMS,1527,Self-supervised objective may bias toward healthy signals.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB7,AB,SELF-SUPERVISED LEARNING PROBLEMS,1529,Downstream fine-tuning may remain data-limited.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB8,AB,SELF-SUPERVISED LEARNING PROBLEMS,1531,Cross-domain self-supervision may still fail.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB9,AB,SELF-SUPERVISED LEARNING PROBLEMS,1533,Need comparison against supervised training.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AB10,AB,SELF-SUPERVISED LEARNING PROBLEMS,1535,Need ablation of pretraining strategy.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC1,AC,DOMAIN ADAPTATION PROBLEMS,1541,Source and target distributions differ.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC2,AC,DOMAIN ADAPTATION PROBLEMS,1543,Feature alignment may align damage and non-damage features incorrectly.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC3,AC,DOMAIN ADAPTATION PROBLEMS,1545,Adversarial adaptation may destabilize training.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC4,AC,DOMAIN ADAPTATION PROBLEMS,1547,Negative transfer can occur.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC5,AC,DOMAIN ADAPTATION PROBLEMS,1549,Target domain may have no labels.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC6,AC,DOMAIN ADAPTATION PROBLEMS,1551,Target domain may have few labels.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC7,AC,DOMAIN ADAPTATION PROBLEMS,1553,Target domain may contain unknown classes.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC8,AC,DOMAIN ADAPTATION PROBLEMS,1555,Target domain may evolve over time.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC9,AC,DOMAIN ADAPTATION PROBLEMS,1557,Adaptation can cause catastrophic forgetting.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC10,AC,DOMAIN ADAPTATION PROBLEMS,1559,Need target-domain validation without leakage.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC11,AC,DOMAIN ADAPTATION PROBLEMS,1561,Need cross-panel test.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC12,AC,DOMAIN ADAPTATION PROBLEMS,1563,Need cross-material test.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC13,AC,DOMAIN ADAPTATION PROBLEMS,1565,Need cross-temperature test.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC14,AC,DOMAIN ADAPTATION PROBLEMS,1567,Need cross-hardware test.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC15,AC,DOMAIN ADAPTATION PROBLEMS,1569,Need adaptation cost measurement.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AC16,AC,DOMAIN ADAPTATION PROBLEMS,1571,Need adaptation time measurement.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD1,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1577,Need to distinguish exploration from exploitation.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD2,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1579,Pure exploitation can miss unknown defects.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD3,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1581,Pure exploration wastes measurements.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD4,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1583,Rare defects may require exploration.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD5,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1585,Critical regions may require higher priority.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD6,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1587,Planner may become trapped in local belief maxima.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD7,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1589,Posterior collapse can prevent discovering alternative hypotheses.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD8,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1591,Need diversity in experiments.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD9,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1593,Need uncertainty-aware exploration.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD10,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1595,Need worst-case exploration.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD11,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1597,Need budget-aware exploration.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AD12,AD,ACTIVE-LEARNING / EXPLORATION PROBLEMS,1599,Need active labeling if human feedback becomes available.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE1,AE,REINFORCEMENT LEARNING PROBLEMS,1605,State representation.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE2,AE,REINFORCEMENT LEARNING PROBLEMS,1607,Action representation.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE3,AE,REINFORCEMENT LEARNING PROBLEMS,1609,Reward design.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE4,AE,REINFORCEMENT LEARNING PROBLEMS,1611,Sparse rewards.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE5,AE,REINFORCEMENT LEARNING PROBLEMS,1613,Reward hacking.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE6,AE,REINFORCEMENT LEARNING PROBLEMS,1615,Simulator exploitation.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE7,AE,REINFORCEMENT LEARNING PROBLEMS,1617,Sample inefficiency.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE8,AE,REINFORCEMENT LEARNING PROBLEMS,1619,Training instability.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE9,AE,REINFORCEMENT LEARNING PROBLEMS,1621,Distribution shift.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE10,AE,REINFORCEMENT LEARNING PROBLEMS,1623,Unsafe policies.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE11,AE,REINFORCEMENT LEARNING PROBLEMS,1625,Sim-to-real transfer.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE12,AE,REINFORCEMENT LEARNING PROBLEMS,1627,Need policy constraints.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE13,AE,REINFORCEMENT LEARNING PROBLEMS,1629,Need fallback planner.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE14,AE,REINFORCEMENT LEARNING PROBLEMS,1631,RL may not outperform a strong greedy Bayesian planner.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AE15,AE,REINFORCEMENT LEARNING PROBLEMS,1633,RL adds complexity without guaranteed scientific value.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF1,AF,ROBUSTNESS PROBLEMS,1639,Increased Gaussian noise.,implemented_and_tested,Executable software control; scope remains research-only.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF2,AF,ROBUSTNESS PROBLEMS,1641,Colored noise.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF3,AF,ROBUSTNESS PROBLEMS,1643,Nonstationary noise.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF4,AF,ROBUSTNESS PROBLEMS,1645,Impulsive noise.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF5,AF,ROBUSTNESS PROBLEMS,1647,Sensor dropout.,implemented_and_tested,Executable software control; scope remains research-only.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF6,AF,ROBUSTNESS PROBLEMS,1649,Sensor permutation.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF7,AF,ROBUSTNESS PROBLEMS,1651,Sensor misplacement.,implemented_and_tested,Executable software control; scope remains research-only.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
